n_digit,sample_prop,trial,estimate
2,0.14285714285714285,80,313
2,0.14285714285714285,81,192
2,0.14285714285714285,82,220
2,0.14285714285714285,83,250
2,0.14285714285714285,84,425
2,0.14285714285714285,85,570
2,0.14285714285714285,86,425
2,0.14285714285714285,87,405
2,0.14285714285714285,88,248
2,0.14285714285714285,89,606
2,0.14285714285714285,90,606
2,0.14285714285714285,91,606
2,0.14285714285714285,92,306
2,0.14285714285714285,93,271
2,0.14285714285714285,94,293
2,0.14285714285714285,95,570
2,0.14285714285714285,96,313
2,0.14285714285714285,97,560
2,0.14285714285714285,98,405
2,0.14285714285714285,99,570
2,0.14285714285714285,100,405
2,0.125,1,560
2,0.125,2,250
2,0.125,3,425
2,0.125,4,306
2,0.125,5,570
2,0.125,6,560
2,0.125,7,560
2,0.125,8,570
2,0.125,9,570
2,0.125,10,250
2,0.125,11,425
2,0.125,12,425
2,0.125,13,606
2,0.125,14,570
2,0.125,15,606
2,0.125,16,425
2,0.125,17,405
2,0.125,18,425
2,0.125,19,250
2,0.125,20,405
2,0.125,21,308
2,0.125,22,425
2,0.125,23,425
2,0.125,24,313
2,0.125,25,192
2,0.125,26,606
2,0.125,27,306
2,0.125,28,425
2,0.125,29,606
2,0.125,30,570
2,0.125,31,425
2,0.125,32,308
2,0.125,33,425
2,0.125,34,293
2,0.125,35,300
2,0.125,36,308
2,0.125,37,570
2,0.125,38,220
2,0.125,39,308
2,0.125,40,606
2,0.125,41,425
2,0.125,42,211
2,0.125,43,570
2,0.125,44,313
2,0.125,45,560
2,0.125,46,308
2,0.125,47,570
2,0.125,48,313
2,0.125,49,308
2,0.125,50,405
2,0.125,51,606
2,0.125,52,120
2,0.125,53,606
2,0.125,54,136
2,0.125,55,425
2,0.125,56,313
2,0.125,57,606
2,0.125,58,560
2,0.125,59,425
2,0.125,60,286
2,0.125,61,405
2,0.125,62,560
2,0.125,63,560
2,0.125,64,286
2,0.125,65,286
2,0.125,66,313
2,0.125,67,405
2,0.125,68,300
2,0.125,69,425
2,0.125,70,192
2,0.125,71,286
2,0.125,72,606
2,0.125,73,248
2,0.125,74,425
2,0.125,75,300
2,0.125,76,308
2,0.125,77,425
2,0.125,78,313
2,0.125,79,308
2,0.125,80,570
2,0.125,81,187
2,0.125,82,187
2,0.125,83,308
2,0.125,84,313
2,0.125,85,606
2,0.125,86,570
2,0.125,87,560
2,0.125,88,308
2,0.125,89,248
2,0.125,90,560
2,0.125,91,250
2,0.125,92,308
2,0.125,93,306
2,0.125,94,606
2,0.125,95,606
2,0.125,96,560
2,0.125,97,560
2,0.125,98,306
2,0.125,99,560
2,0.125,100,286
2,0.1111111111111111,1,293
2,0.1111111111111111,2,192
2,0.1111111111111111,3,313
2,0.1111111111111111,4,192
2,0.1111111111111111,5,425
2,0.1111111111111111,6,271
2,0.1111111111111111,7,405
2,0.1111111111111111,8,286
2,0.1111111111111111,9,425
2,0.1111111111111111,10,606
2,0.1111111111111111,11,570
2,0.1111111111111111,12,293
2,0.1111111111111111,13,192
2,0.1111111111111111,14,560
2,0.1111111111111111,15,425
2,0.1111111111111111,16,606
2,0.1111111111111111,17,306
2,0.1111111111111111,18,248
2,0.1111111111111111,19,560
2,0.1111111111111111,20,300
2,0.1111111111111111,21,570
2,0.1111111111111111,22,405
2,0.1111111111111111,23,250
2,0.1111111111111111,24,140
2,0.1111111111111111,25,570
2,0.1111111111111111,26,405
2,0.1111111111111111,27,570
2,0.1111111111111111,28,570
2,0.1111111111111111,29,220
2,0.1111111111111111,30,560
2,0.1111111111111111,31,306
2,0.1111111111111111,32,271
2,0.1111111111111111,33,271
2,0.1111111111111111,34,286
2,0.1111111111111111,35,570
2,0.1111111111111111,36,405
2,0.1111111111111111,37,405
2,0.1111111111111111,38,606
2,0.1111111111111111,39,606
2,0.1111111111111111,40,248
2,0.1111111111111111,41,570
2,0.1111111111111111,42,308
2,0.1111111111111111,43,570
2,0.1111111111111111,44,560
2,0.1111111111111111,45,425
2,0.1111111111111111,46,606
2,0.1111111111111111,47,560
2,0.1111111111111111,48,181
2,0.1111111111111111,49,606
2,0.1111111111111111,50,271
2,0.1111111111111111,51,300
2,0.1111111111111111,52,286
2,0.1111111111111111,53,286
2,0.1111111111111111,54,606
2,0.1111111111111111,55,306
2,0.1111111111111111,56,308
2,0.1111111111111111,57,570
2,0.1111111111111111,58,570
2,0.1111111111111111,59,271
2,0.1111111111111111,60,293
2,0.1111111111111111,61,300
2,0.1111111111111111,62,606
2,0.1111111111111111,63,181
2,0.1111111111111111,64,606
2,0.1111111111111111,65,300
2,0.1111111111111111,66,560
2,0.1111111111111111,67,293
2,0.1111111111111111,68,181
2,0.1111111111111111,69,313
2,0.1111111111111111,70,560
2,0.1111111111111111,71,570
2,0.1111111111111111,72,405
